gene,genes,logFC,logCPM,F,PValue,FDR
12832,SLFN4,10.179662130792964,9.55139695646848,4503.437536640832,8.863765591582265e-19,8.239756493934872e-15
11828,RSAD2,7.46777268668394,10.617815509896717,3196.7360945385053,9.391772690212644e-18,4.3652959464108365e-14
6474,IFIT2,6.76804007899264,10.15089754466817,2877.0107273432077,1.9395255810493344e-17,4.50427220900632e-14
6466,IFI205,6.679903355353245,8.565149471526356,2812.881633103211,2.2649038891676404e-17,4.50427220900632e-14
8643,MX1,6.581295710282658,8.938836091809835,2727.0925838548073,2.802745929853051e-17,4.50427220900632e-14
8303,MMP14,7.924989550651115,8.249190098905588,2712.619593058805,2.9072324929042514e-17,4.50427220900632e-14
13933,TGTP2,7.086010407788576,7.261440472467718,2626.7664359880673,3.626983294184714e-17,4.8166338146773e-14
6473,IFIT1,6.820566711230585,9.2127737471908,2539.093738646553,4.580651081815098e-17,4.9431886346526936e-14
6475,IFIT3,6.427511719691394,9.734678629362762,2522.9676211398246,4.78578934077821e-17,4.9431886346526936e-14
8522,MS4A6B,5.116950069458992,8.468979801775303,2438.797917968545,6.043204132778046e-17,5.6177625618304714e-14
2755,CLEC4E,6.843540885707436,8.561771585168138,2375.1865258245216,7.247199885514974e-17,6.095928656749097e-14
13011,SOCS3,8.633020760799688,8.132627483857952,2346.9071092086742,7.869098954495393e-17,6.095928656749097e-14
3296,CXCL10,7.42497529033573,7.783388893612904,2313.9252554227655,8.673023448431411e-17,6.201878921278338e-14
12829,SLFN1,8.93461859359263,7.72848922071138,2230.4654988844154,1.1163638146623522e-16,6.888603211814503e-14
1264,ASS1,6.369859059070755,8.171507154934922,2220.8284907852444,1.1500773027761318e-16,6.888603211814503e-14
5035,FPR1,8.928882376690938,7.383073703233493,2204.066137400862,1.211533265117048e-16,6.888603211814503e-14
15762,ZBP1,5.9859259409295404,8.235318627318449,2190.659453987818,1.2634005207857644e-16,6.888603211814503e-14
14419,TOP2A,-6.997608592128383,7.692984169666877,2173.4254025606833,1.3338517406697616e-16,6.888603211814503e-14
2815,CMPK2,6.603273900824982,9.764928715136383,2150.153117732017,1.4362415741024187e-16,6.88969546012979e-14
6588,IL18BP,5.583215178279628,7.016378457988331,2140.297789363876,1.4822924828162198e-16,6.88969546012979e-14
10206,PLAU,-5.003559857135844,9.643530627517748,2109.995705139173,1.6348325765285879e-16,7.236858872099882e-14
2157,CCL5,10.86597823476178,11.044241674702734,2041.885284250805,2.048090010487355e-16,8.654111244313843e-14
9429,OASL1,7.826373768917557,8.572226933411722,2018.096408482801,2.219730346395721e-16,8.80723457203313e-14
8524,MS4A6D,4.22160058631111,10.210260155445,2005.241075829559,2.3193076077972384e-16,8.80723457203313e-14
6757,IRF7,6.484797638222295,10.872256656639859,1999.114733097072,2.3685549085717324e-16,8.80723457203313e-14
3307,CXCL9,8.953568270698364,6.3206806116930565,1980.4523335601793,2.5261146695962417e-16,9.031831526371794e-14
8523,MS4A6C,4.1447503746013625,9.443811239225374,1968.7861630199232,2.630695838419356e-16,9.057388338498643e-14
5241,GBP3,5.841402234931948,7.768128239456671,1942.894442187448,2.8810064242951333e-16,9.564941328659843e-14
8519,MS4A4C,9.38903626160972,9.356766988335472,1914.5895957351852,3.186391727682465e-16,1.0019147612230397e-13
2265,CD38,8.508726078270616,6.51678480010332,1904.9237040406847,3.299046635392205e-16,1.0019147612230397e-13
1813,C3,6.83260032759182,9.69951652325502,1901.4075443020163,3.3411529257653e-16,1.0019147612230397e-13
2247,CD274,6.023937260071976,9.377544398673143,1865.8191777056306,3.8038222811477944e-16,1.1050103726734343e-13
4879,FGL2,5.959963667124345,7.546168284976335,1847.8935580099148,4.0643913760227326e-16,1.1449267342881006e-13
13395,STMN1,-6.144760566234984,6.982195379939934,1831.2045893625507,4.325496305518547e-16,1.1826415781206005e-13
6602,IL1RN,5.680500112965231,11.002074985239087,1812.1842116533815,4.646798505401161e-16,1.2341896830345485e-13
9896,PDPN,6.8568188709615265,6.680056752259267,1789.7291010345689,5.061872576160517e-16,1.3070879852218937e-13
10918,PTGES,7.811312867105797,7.243096004205543,1769.445677010675,5.473625154331938e-16,1.3752113360721542e-13
6776,ISG15,6.314789788802153,9.151457583250435,1709.7619032934535,6.926313955975545e-16,1.694395119335491e-13
6471,IFI44,7.001379101623578,7.135975744205892,1699.6624164825137,7.213573179887544e-16,1.7194199046214002e-13
9172,NOS2,10.341904229881358,7.72040024758128,1688.065485924779,7.560390505850725e-16,1.7570347535597086e-13
14003,TIMP1,7.320326956320187,7.3316228923894,1636.6082474262148,9.348548954506402e-16,2.119612465392476e-13
407,ACSL1,4.151420868923223,9.102366744356837,1617.317171506361,1.014034616397034e-15,2.2443966176254353e-13
4797,FCGR1,3.747431981051791,10.30089178670231,1611.2428026663454,1.0405363917308715e-15,2.2494944877977165e-13
12834,SLFN8,3.806098619817872,8.035025337208124,1567.5665460177768,1.256250043112635e-15,2.654113727448876e-13
12656,SLC31A2,3.6907403715203397,8.097332807598029,1554.8074023270915,1.328632607673745e-15,2.744659715763363e-13
936,AOAH,5.125789368371504,7.662594217150738,1540.1361732225569,1.4178346240481486e-15,2.786765158792514e-13
6592,IL1A,9.745368089408045,7.925028921428524,1537.831273636003,1.4324628158547457e-15,2.786765158792514e-13
5999,H2-Q7,7.031469910939375,7.519351684017131,1536.8178330065386,1.4389493074660143e-15,2.786765158792514e-13
4800,FCGR4,4.607702770227664,8.158282787554551,1503.0341872208592,1.67571283865276e-15,3.1790666424726647e-13
13017,SOD2,4.643245419211038,9.443171570170257,1495.757142882101,1.7323760451802067e-15,3.22083354319904e-13
1741,BST1,5.247678479480219,7.959291168906611,1449.3910254119062,2.149476968630748e-15,3.9080287209193635e-13
12789,SLC7A11,5.195785336317584,6.385303335057875,1445.8231352705177,2.1860745857122085e-15,3.9080287209193635e-13
13351,STAT2,3.444565897959895,8.829969195262152,1439.2126822146652,2.2557827940792783e-15,3.956557896936032e-13
5242,GBP4,8.381693216217043,5.445478534184466,1433.1601567623118,2.3218466802200195e-15,3.997016062838019e-13
3304,CXCL2,6.034537793302273,5.955692048292191,1427.8375996422183,2.3817780557314667e-15,4.0256379647417664e-13
11417,RGL1,4.505820994206751,7.820204972277418,1422.6269331369858,2.4421709052910844e-15,4.0540037027832e-13
11814,RRM2,-6.735089078541302,6.460193823758118,1412.2386118221275,2.5678814829006817e-15,4.149904758901477e-13
10196,PLA2G7,4.124728870907615,9.173936188771396,1409.7196650963144,2.599469253893168e-15,4.149904758901477e-13
906,ANLN,-8.833354876225476,5.8227766217379475,1407.0160986762207,2.633868123657349e-15,4.149904758901477e-13
12627,SLC28A2,3.875232522790417,7.844966799875888,1401.2799239165342,2.70859241982913e-15,4.1965125224552657e-13
15662,XAF1,3.8897887329911853,6.9739620591427,1395.4782325091483,2.7866491397306105e-15,4.197728106352855e-13
6122,HERC6,3.6924461218021274,7.823617877895505,1392.3087042761845,2.8303784473900737e-15,4.197728106352855e-13
6550,IIGP1,7.52455444397185,6.408184247207272,1391.272419923252,2.8448458552090135e-15,4.197728106352855e-13
