gene,logFC,AveExpr,t,PValue,FDR,B
HAUS7,0.5057243065192305,5.29744956664779,2.9220925253056556,0.014065465272445394,0.08349983808206188,-3.685920047656994
CDCA2,-0.37011108112940283,5.609163773830298,-2.9219748651784867,0.014068407960156239,0.08349983808206188,-3.6861276874532862
CMKLR1,0.44221941822525734,6.214396085380563,2.921600354223741,0.014077778622473544,0.08352508276118255,-3.6867885966922924
DHDDS,-0.19526960515310174,8.472721198898338,-2.919319726321154,0.014134977863608178,0.0838339784483331,-3.6908130803852863
LRP8,0.3553290934829732,6.187616737975593,2.918963807233939,0.014143925520989467,0.08384521091435858,-3.6914411178246733
CAMKK1,-0.4711156241528943,2.2267638907469816,-2.9188357736559376,0.014147145622971665,0.08384521091435858,-3.691667037565743
HSD17B10,0.36151967272596486,6.87170279007235,2.918395018293615,0.01415823645019787,0.08388048469696176,-3.6924447575334565
SAMD7,0.4626838429839846,2.610896195899039,2.917128857389611,0.014190145748594882,0.08403902718017622,-3.69467884692572
DPH2,-0.3899075999475753,5.583304781481949,-2.9161185207885465,0.01421565966906764,0.08415959271618499,-3.696461467874726
ITPKB,0.24076292712673816,8.991577618437617,2.9158601023648956,0.014222192877509263,0.0841677418951074,-3.69691740601638
INCA1,0.7709784778419476,3.0512902335850147,2.915558281296762,0.01422982718826829,0.08418127390510588,-3.697449915532194
TBL2,-0.29741852914656514,6.640921578662207,-2.915347521368669,0.014235160624153576,0.08418127390510588,-3.6978217602550645
YTHDF1,0.25726959534621546,7.404520403481376,2.915158247778508,0.014239952043376873,0.08418127390510588,-3.6981556939851563
KPNA3,0.20392024503401604,9.408537213451442,2.9110885112797176,0.014343369235011167,0.08475656502057016,-3.705335308332179
VMN1R220,-0.4085646353462519,1.2675309914509185,-2.910920577590084,0.01434765280920447,0.08475656502057016,-3.7056315439061556
ELOF1,0.28037487584753756,6.539654965942419,2.9092315914519364,0.014390806166580013,0.08498073019208356,-3.7086108136700675
SACS,-0.5038573847567466,3.6373364600131293,-2.9074959841211623,0.014435286449967553,0.08521256616143595,-3.711672116297094
HBP1,-0.2517780761251422,8.744529151763569,-2.9067437895364123,0.01445460659931022,0.08527446123800082,-3.712998789193112
