gene,logFC,AveExpr,t,PValue,FDR,B
B3GNT5,1.5781201733501307,6.0132357579899995,12.51966931495648,8.618602531968412e-8,1.973370826511984e-5,8.576847174329142
CCL4,1.8062747401764643,7.650157691735892,12.507440596270364,8.704980977139006e-8,1.973370826511984e-5,8.567041674199805
TNFSF10,1.8274202994064779,6.38558935520609,12.445362199592171,9.158227826538317e-8,2.047679377873403e-5,8.517109327685846
ALDH1B1,1.86560617119527,6.488629622737466,12.367917607086206,9.759947558363421e-8,2.15272789253524e-5,8.454451318423047
CYP27A1,-1.2429626233497462,7.378169782259981,-12.33072910297308,1.0064037359365536e-7,2.1902029037275237e-5,8.42421784019815
MS4A6D,0.78843806669907,11.415995246799314,12.255939788781037,1.0707216474392267e-7,2.299515622303034e-5,8.363127819429193
TLR5,1.6186627900158685,6.648345412281707,12.225578576980428,1.0980943572906114e-7,2.327674818142514e-5,8.338217554036609
POT1B,-1.0485092647927927,7.554374818860598,-12.046986396520785,1.2753032049602517e-7,2.6348405519185505e-5,8.190384070561894
IL18BP,1.4200429734572186,7.179054463405775,12.026628390907014,1.2973980128152581e-7,2.6348405519185505e-5,8.173389316837762
TRF,-1.1395203590693732,9.290192568690228,-12.016198435792838,1.3088785165885101e-7,2.6348405519185505e-5,8.164671013091036
LPAR5,-1.0206641835730685,7.292485334722654,-12.015312198184953,1.309859092352843e-7,2.6348405519185505e-5,8.163929857673184
RND3,-1.0635936817643312,8.05357390569785,-12.002864889119985,1.3237159983906453e-7,2.6348405519185505e-5,8.153514322035267
GLRX,0.8156968002642528,11.331025055100097,11.945273755472062,1.3899342525464374e-7,2.6901384152780904e-5,8.10517942526655
RAPGEF2,1.1759692786942528,8.337896742236621,11.933646213379639,1.4037351540896106e-7,2.6901384152780904e-5,8.095391798560167
KDR,2.0499178987274704,7.272378898827866,11.916989756116244,1.4237648253450066e-7,2.6901384152780904e-5,8.081354043508346
SLC16A3,1.0040003316704553,8.840435635162661,11.897996726836931,1.4469836736995172e-7,2.6901384152780904e-5,8.06532262134037
SAA3,1.6302025690138675,10.78320466191068,11.896148434110714,1.44926505436049e-7,2.6901384152780904e-5,8.063761142247154
ABCB1A,1.688115706983406,6.2051412106761585,11.876490763543991,1.473771977794754e-7,2.6901384152780904e-5,8.047138588614274
HK3,0.8815560166826869,8.71606217331555,11.870840296963282,1.4808993116139542e-7,2.6901384152780904e-5,8.042355360512703
MX1,2.1469495294291465,8.198451400411404,11.862906370046607,1.4909701724363459e-7,2.6901384152780904e-5,8.035635225864736
LIFR,-1.5468261924669429,6.152416624861487,-11.855972827044408,1.4998321026241038e-7,2.6901384152780904e-5,8.029758682411144
PROS1,-1.3553762519727817,6.357493138974458,-11.820097256088369,1.5466083559102666e-7,2.743884954909497e-5,7.999296310794213
OAS1B,1.3416630452896638,6.885029464261189,11.800387149195416,1.5729795328882746e-7,2.7521670241124296e-5,7.982520222019652
STAT2,1.416320115759941,10.568216623381563,11.791521620223248,1.5850000016331846e-7,2.7521670241124296e-5,7.9749651281039995
TMEM176A,-1.501244072657088,8.021464953636263,-11.750773553731653,1.6415461183416275e-7,2.8203490256391626e-5,7.940165904888257
ADD3,-1.0529464678945273,8.057636973498937,-11.687546235974512,1.7336686621881612e-7,2.9475979066911635e-5,7.8859266952214835
DKC1,-1.2181107965431137,6.319104181102066,-11.60186109318181,1.8675808935548114e-7,3.142541788103261e-5,7.811947784756526
PNPLA7,-0.848747147655561,8.012617654309944,-11.582611253590228,1.8991846903243639e-7,3.1631114811708435e-5,7.7952522172945535
RILPL1,1.4354994121681954,7.363622416802117,11.540856386203151,1.9697499902248811e-7,3.247500943479849e-5,7.758941879301622
IL1A,1.791109115013276,4.739999119305396,11.49407615895152,2.05220462039987e-7,3.349608381416668e-5,7.718104743599925
NFXL1,0.9048353352837326,8.13660688031175,11.458341182782467,2.117713919356749e-7,3.422309563538699e-5,7.686797491444066
FPR2,1.3869258290969797,8.202472708288086,11.422155843979098,2.1863679203650682e-7,3.4986173721763374e-5,7.654996206958716
CASP3,1.065320696471731,7.789167426841999,11.341691871098462,2.347847119680406e-7,3.7178286712130446e-5,7.583919840229022
MSR1,0.7478251151744992,10.273148558100651,11.331639125124356,2.3689142372635502e-7,3.7178286712130446e-5,7.575004743941983
KLHL6,-1.108249679865883,7.07537072959781,-11.312710841912715,2.409140295196519e-7,3.74495122839977e-5,7.558197226694233
DDIT3,1.0273307088473025,7.566101340245952,11.295805332693808,2.4456946402509186e-7,3.765908294167499e-5,7.543162267871384
DTX4,-1.168605099003616,7.472069394050262,-11.285215985027637,2.4688979749196046e-7,3.766107733330634e-5,7.533733248972231
TLR3,1.3235945590635267,8.760912510424099,11.274262133238983,2.49315157275086e-7,3.76789073800366e-5,7.523970448458726
MX2,1.9037259050694526,7.936898817185914,11.148508511801953,2.7908921624850905e-7,4.179168979457031e-5,7.4112147417209275
IFNGR1,-0.7560768515301383,10.017181391441763,-11.099486790053016,2.917225626154455e-7,4.32863242455391e-5,7.366920503208728
ANKRD44,-0.8855391364652149,8.039054585022646,-11.085246684103712,2.9550765229021126e-7,4.345293604216962e-5,7.354017690783833
SLC28A2,1.7699758942960433,6.890871983253392,11.06273747712159,3.0159980775128195e-7,4.361579590760078e-5,7.333589180499674
EGLN3,1.2355690916058706,6.887006053059489,11.053209189941954,3.0421957857025224e-7,4.361579590760078e-5,7.324929407378924
SGSH,-0.9946342218699775,8.452832949374056,-11.051717910049009,3.0463183025771895e-7,4.361579590760078e-5,7.32357339850792
F13A1,-0.9072662074274144,10.314791619850306,-11.038108321067812,3.08422209026482e-7,4.377449822374121e-5,7.31119003534563
IL18,1.222872420111109,8.189896419611113,10.967317235875004,3.2898110942663877e-7,4.58428978674572e-5,7.246535850408781
UACA,1.4116477418633353,5.472484314059713,10.959734439027304,3.312699115549625e-7,4.58428978674572e-5,7.2395863049070055
PNPT1,0.8505703717661272,7.972342943283619,10.959234189075536,3.314215138071284e-7,4.58428978674572e-5,7.2391276670705125
BHLHE41,0.9300489828993032,8.151797783961465,10.924353217474952,3.4218014474230373e-7,4.622510977849819e-5,7.207097873404624
IFI204,0.9350919171348918,10.304748285210675,10.923439536940185,3.4246700175590453e-7,4.622510977849819e-5,7.206257541925334
FGL2,1.6448836848352997,9.5304799068486,10.922758657076614,3.426809388064135e-7,4.622510977849819e-5,7.205631277790246
USP18,1.7225560582201809,10.24713382423076,10.905554483115491,3.481349949154057e-7,4.657589661482993e-5,7.189794516900285
PLEKHN1,1.2858861056552566,7.905228679877135,10.89401316396117,3.5184654114160513e-7,4.6689749955392505e-5,7.179156923728307
ZFP821,1.3500861725886295,6.6939271512879746,10.877896231647293,3.5710153673803786e-7,4.70049296986956e-5,7.164283702363802
IL2RG,0.594354200966062,10.915840530483084,10.851172757555055,3.6600336734974065e-7,4.7791255695059734e-5,7.1395753121750705
ANK,-1.1857437760421612,7.660918943166786,-10.800665289534294,3.834921600368992e-7,4.967745266763705e-5,7.092715199074675
IFI205,2.0695743533019493,11.34488113491759,10.791185693167469,3.8687448312544265e-7,4.972098672105098e-5,7.083896582764732
FAM13B,-0.8866537140830753,7.7905921225952905,-10.781893223735375,3.9022145688626846e-7,4.9759332963263077e-5,7.075244790589052
FRMD4A,0.9598229413432225,9.065097465244062,10.77213085151021,3.937715310147123e-7,4.98227823970708e-5,7.066147747288294
KLRA2,1.521274624759196,7.124258386966544,10.738611326747595,4.0622993464932363e-7,5.093739220008004e-5,7.034852109243136
TPI1,0.7510586786681819,10.278542136227335,10.73177654267285,4.088223488672029e-7,5.093739220008004e-5,7.028459250108888
PELI1,0.9024906427346632,8.627031076280936,10.684447411201392,4.272739339611074e-7,5.2571431309068046e-5,6.984082715516509
IL15,1.1375902495286154,7.833993645763155,10.681683803856867,4.2837889744553673e-7,5.2571431309068046e-5,6.9814856881105865
ISG15,1.5939882873963787,10.524876870108676,10.671825614548748,4.3234577050038396e-7,5.2586106691671334e-5,6.9722164638765705
CD69,2.2497082281719543,8.098473485692335,10.665426435764608,4.349420661301085e-7,5.2586106691671334e-5,6.966195203048404
PLBD1,-0.8040871309014415,7.772999069732537,-10.60396218244287,4.607584666721807e-7,5.529779186046568e-5,6.90818414237612
DYNC1I2,0.6571586700924679,9.89475859639003,10.594150360545095,4.65031257605982e-7,5.54032130412032e-5,6.89889384201337
TSPO,0.8312595285642304,9.189826101577543,10.567685240908023,4.767717883338137e-7,5.6390356008583386e-5,6.87379442467436
RSAD2,2.1934380140929295,10.653170554738319,10.54464343479531,4.872555444507701e-7,5.691500816871569e-5,6.851892847939727
LGALS9,0.9474487430445433,11.168848210465907,10.53818758942861,4.902375038951816e-7,5.691500816871569e-5,6.84574830265994
CCL12,3.0285858037118794,4.494907258492246,10.535104246272278,4.916686773550369e-7,5.691500816871569e-5,6.842812374461438
TRIM25,0.6098341670143881,10.2294143285291,10.526141697054113,4.958545377419188e-7,5.699533637340563e-5,6.834273684249041
IFITM3,0.6475782288789856,11.678335957649452,10.513195072955087,5.019694687584182e-7,5.7294724958565744e-5,6.821927127454673
SLC15A3,0.6725046757161618,9.394528029059767,10.464931044343203,5.254960785304846e-7,5.956352079010118e-5,6.775772576566252
NFAM1,-0.7616139353537286,9.12038186988661,-10.442732327562503,5.367159208919938e-7,6.0415705246890506e-5,6.75447633638885
OAS1A,0.8948222208166547,8.063000765660266,10.403182011175938,5.5735445531182e-7,6.197449360594544e-5,6.716427614336055
TMEM184C,-0.8282068732169896,8.379518798790539,-10.401674902021433,5.581577355761536e-7,6.197449360594544e-5,6.714975024404426
CAMK1D,-0.9044459426156973,8.273480810497336,-10.370397082019844,5.751150508341181e-7,6.34258639169897e-5,6.684783774589285
CD83,-1.2083772141343707,6.762727033270666,-10.359553123334534,5.811237901550262e-7,6.365840605980093e-5,6.674296492024375
BEX6,-1.2577298398171401,6.586273972445422,-10.345888185928928,5.887927310019411e-7,6.4068499702757875e-05,6.661066291579237
OAS2,0.8420338688100336,9.464505725161562,10.338584766229626,5.929364208149399e-7,6.409210768570495e-5,6.653988480478258
P4HA1,0.7024082575306858,9.538142961028369,10.325918023882304,6.001981894204146e-7,6.445022926131585e-5,6.641701870387394
NR1H3,0.9201370307817716,7.2344026083396695,10.296483044822251,6.17448021299632e-7,6.582873978897344e-5,6.613095482854726
TREML2,1.2154601596340922,7.195904132123153,10.290362412978768,6.211019438489101e-7,6.582873978897344e-5,6.607137509947446
LY6I,1.992587753992287,7.880493698627972,10.277738349225094,6.287125340181039e-7,6.599500209465086e-5,6.594838437387457
FABP5,0.9407503686411438,8.562043283512526,10.274374836693925,6.307572801596333e-7,6.599500209465086e-5,6.591559126082805
GNA12,-0.8796642465801947,8.865471752191043,-10.248489811802854,6.467365336861218e-7,6.690858604508467e-5,6.566288413294268
IRF4,-1.47484224603557,5.176018610427115,-10.243711675063354,6.497338317697659e-7,6.690858604508467e-5,6.561617144395671
MS4A6B,0.9646792791251574,10.343307619886787,10.240452600776985,6.517868632011066e-7,6.690858604508467e-5,6.558429793699876
HNRNPU,-0.5701726949834983,10.447475731174373,-10.198410437276927,6.789106982473383e-7,6.894850241647187e-5,6.517227692783948
DDX3X,-0.6633651975682662,9.692363954347327,-10.196598046265718,6.801071491883331e-7,6.894850241647187e-5,6.5154479542025605
SP140,1.2756264202700198,6.828932046426742,10.186166611423037,6.870380312807976e-7,6.922120213929123e-5,6.505198717503161
H2-T10,1.7593843003768548,5.517368988946396,10.171550867150655,6.96878101801461e-7,6.978186734726041e-5,6.490821793105333
GALC,-0.9532671264724524,8.234103966115248,-10.122113110034228,7.313103484959991e-7,7.278321651312012e-5,6.442048982717143
LGALS8,0.6052769485237436,10.178210351583147,10.095989912870552,7.502451736001322e-7,7.421516196061428e-5,6.416187748887053
ITGAV,-0.6469406142019918,10.090033337768352,-10.077557058402812,7.639251468187296e-7,7.48990161174782e-5,6.39790239089921
MTHFR,1.4233334566836073,8.406715524140159,10.07217491295669,7.679703044157654e-7,7.48990161174782e-5,6.392557471094211
PROCR,1.3482941852874706,6.668852248738732,10.068263270001529,7.709248074829272e-7,7.48990161174782e-5,6.3886712242963135
NOP58,-0.8613769951843728,7.668089596034628,-10.046431570926417,7.876422604943397e-7,7.607039630644149e-5,6.366955588288976
MET,0.9288720432791234,7.658365874671154,10.020879694338813,8.077087690158414e-7,7.754954428162685e-5,6.341484111766215
FCHSD2,-0.8860758999040521,7.698876522324959,-10.000973357717154,8.237254074791159e-7,7.862483099926392e-5,6.321598854283343
SMOX,0.7085532680263381,8.338895651120456,9.98181734782066,8.394635698792037e-7,7.910638868429433e-5,6.302428668767162
PTGS2,1.8950164124179385,6.556972417689306,9.97268103555068,8.470842101302889e-7,7.910638868429433e-5,6.293273666649037
SLC30A1,0.854230228208986,8.77922835830681,9.971849900728921,8.477811725109526e-7,7.910638868429433e-5,6.292440448809998
GLUD1,-0.6332749003043476,10.069355456309125,-9.971402068631987,8.481569672681967e-7,7.910638868429433e-5,6.2919914678640225
HERPUD1,-0.9411863902388864,8.392213677272895,-9.95134861851366,8.651709866029446e-7,8.023477751893898e-5,6.2718675506583015
IRGM2,1.0295080688560776,9.173502659916679,9.93829995776865,8.76440212584283e-7,8.08206618632806e-5,6.258753022298265
FLRT2,1.02325737586941,7.621414781874215,9.923813296499933,8.891378579865432e-7,8.153094448346269e-5,6.244174712538516
ACP5,1.249081550908334,7.1719998001353815,9.89567119106161,9.143777148442873e-7,8.322539994973799e-5,6.215798729690089
FPR1,1.2221501322626245,8.042457034199135,9.891904152120778,9.178147280328905e-7,8.322539994973799e-5,6.211994778270167
ARRB1,-0.6853409305691672,8.940078695099901,-9.884663371435929,9.244605081430839e-7,8.336488626470394e-5,6.204679322890387
GPR31B,1.0537569944346739,6.799710219865316,9.868359468006329,9.396162183252846e-7,8.426602151376536e-5,6.188189321088194
CCPG1,-0.8557470764750299,6.944092839005093,-9.845052459554346,9.617509838331994e-7,8.577977900615016e-5,6.164573008588432
STARD3,0.7426022172899672,8.102077747336967,9.806181154176294,9.999334680448991e-7,8.870061992080893e-5,6.1250721818714275
PARP12,0.9834092464775521,10.66005466463304,9.797085393499039,1.009103030510906e-6,8.903016034594057e-5,6.115808533342587
GDF15,1.6139596456719258,5.210447944262688,9.786282010240996,1.0201125261338366e-6,8.951761640621764e-5,6.104795576011799
F830016B08RIK,1.684307929263971,5.878054678124715,9.776961120133729,1.0297157847024564e-6,8.987711784980478e-5,6.095284988079937
PDCD4,-1.0761271878167016,8.860446328057932,-9.75064607616626,1.0573602209935565e-6,9.179911450562142e-5,6.068389886442743
MAT2A,-0.7143944443772796,9.43977774311297,-9.744489096227207,1.0639435720243405e-6,9.188194170677928e-5,6.062087685514243
TMEM150B,-1.1003008992452377,5.855940262995717,-9.72379176000508,1.0864015545057644e-6,9.332761143496362e-5,6.040875691655275
SERPINB9,0.9283296259892954,6.757149482536763,9.709562535442123,1.102138659455135e-6,9.374224734985074e-5,6.026268923791916
LFNG,-0.7486200404829877,8.118926518877663,-9.709045751348526,1.1027148322001802e-6,9.374224734985074e-5,6.025738063602132
TPST2,0.6378569277100672,8.570682773708146,9.699640212084113,1.1132584280716647e-6,9.414820758023683e-5,6.016071871548865
PADI2,-0.9792557537204121,6.465593468151889,-9.671087917477601,1.1459396192250051e-6,9.62451630353442e-5,5.9866763660577025
ST6GAL1,-1.4685474627006878,7.167113205764453,-9.667733092546506,1.149847248614883e-6,9.62451630353442e-5,5.983217325719943
ACADL,0.5939099990971726,9.497993391365096,9.661374380375715,1.1572933796252979e-6,9.637419664410261e-5,5.9766581134783685
BST2,1.0834394889060142,11.477204171229603,9.627055854819755,1.1983923681491804e-6,9.917149641110561e-5,5.941190196805669
MARCO,2.3343591836297257,8.173651932297545,9.621902078570516,1.204699659892554e-6,9.917149641110561e-5,5.935853987822297
CMPK2,2.0195106070767794,10.738679277567197,9.616772506662516,1.2110130236889917e-6,9.917149641110561e-5,5.930540287903709
STXBP1,1.064728201545642,7.198957489230841,9.613396199736384,1.2151880457187307e-6,9.917149641110561e-5,5.927041396854634
