symbol,Control,Control,Control,M2b,M2b,M2b
Mmd,4.940115832855881,5.352697366555451,5.157901526104807,4.867941347602826,5.075101222439713,4.891007726584697
Tom1l1,5.989414489643445,5.668614529676293,5.524565882934397,5.5944512976380905,5.908219160120375,6.194580062245443
4930405D11Rik,1.443523783205903,1.165152533641137,1.796923896814502,1.5709209075102282,1.4473802168898005,1.576218451065079
Car10,2.0243826523439346,2.2842007427706275,2.160098297521183,2.3131644756863796,2.1168550316180927,2.381816478647077
Mbtd1,6.738969512583418,6.7563658904157675,6.477012499130411,6.104374403304696,5.9943296443042335,6.196745688637941
Nme1,6.583550513123171,6.881952311235919,6.399488359088825,6.6416620131821364,6.258711321966967,6.479133300457412
Spag9,8.545976583322258,8.667518643328714,8.690172692671965,8.611261187790216,8.649671009010817,8.534664197309231
Tob1,6.384259325882508,6.798586985715811,6.628426793048847,6.831182673909007,6.878854121323415,6.854334225638384
Ankrd40,7.876352797503717,8.092676911781508,8.106637773711451,8.204184903997671,8.196378705613816,8.156626997108685
Chad,3.0280547350845746,2.790576621551572,2.805076538816147,3.081690144749011,2.6620602954173918,3.2732011223043047
Lrrc59,9.691461970056528,9.509042773569261,9.553861779957698,9.938383573,9.751796365344187,9.856419951868078
Mrpl27,3.3093300455465124,2.6666948778216226,2.736140830832783,3.675992375,2.8786851491970804,2.6473473746348315
Col1a1,4.6721265042454725,4.479671075,4.109354220264321,4.2432693566257935,3.949218651928014,4.522691220720439
Hils1,2.060007723582206,2.2114763919956055,1.6369816094241465,1.998900504473686,2.091944913891544,2.0593458587841296
Ppp1r9b,8.072221137736594,7.992920270489877,7.911229892914106,7.7720221746792015,7.749745789819314,7.626933152046461
Samd14,2.8797557168538086,2.873293621694706,2.9508075707265675,3.311745673505044,3.586035777995684,3.3677327992715558
Dlx3,2.942705077831263,3.2394769169895534,3.0987185712651844,3.2371889083444536,3.1431988190480915,3.3692159141796614
A730090H04Rik,2.225565841779528,2.3950434057716103,2.0390661191042874,2.332351494987236,2.074087528145131,2.153928607746204
Tac4,2.0363912767252685,2.2038057621441345,2.3318137421841945,2.2561959914776724,2.1203723108523915,2.448143187287066
Fam117a,4.935651367845002,5.277640952913302,5.086504134965202,5.3021756498094375,5.131016165307287,5.031032981546583
Slc35b1,8.290934860793513,8.263395531393648,7.996120171178077,8.931248999863172,8.810018688,8.568409324764747
Spop,9.376874332,9.354731960962665,9.277832885579544,9.526179464534053,9.509331178135774,9.448842831604914
LOC100862044,3.0662091399063116,2.633668403711173,3.0891555512413724,2.9230496167232993,3.598932137161602,2.450751473258399
Phb,4.8657994000129445,4.2067850990689735,5.061102061,3.8402796357399116,3.537016600283513,3.8679351284945964
Zfp652,7.777262999882696,7.937978186677324,7.826405971030693,7.535665596301269,7.514348253545535,7.669600606754702
B130006D01Rik,3.736665744520644,3.8620736885828397,3.5965058148586504,3.8771866905472727,3.9916093083264927,3.992095705
Phospho1,5.816750137508989,5.8032472748588475,5.728901378098317,5.951257501217355,5.685627075081667,5.865466841316423
Gngt2,6.184219537740466,5.787610242119747,6.0673494711894875,6.426212115791632,6.507318375800384,6.2963416013421245
4833417C18Rik,5.119298871966338,5.472166086064128,5.350072892576767,4.810220254970968,5.932092301908087,4.9437872715907085
Gip,3.7614784970489903,4.5313529433518145,4.296120745674094,4.4148562165250125,3.8497586063860387,4.206697390927107
Snf8,7.295379204951228,7.4253547934445265,7.345213970706172,7.7114871061059596,7.608672181799674,7.615774849669229
Ttll6,3.3103361007693066,3.2277204923866925,3.3664149776457806,3.209660028552692,3.2353513729366936,3.091800628567494
Hoxb13,2.737404165511268,2.142607336143194,1.8633244877700854,2.285545940891781,2.3166902266510503,2.272306498603313
Gm11538,1.3979513617323076,2.4096272054302164,1.8604273238169253,2.225338719838456,1.9788194869112155,1.5447263798797326
Gm53,3.4606238360680077,2.7909624239387423,2.9443620472139957,2.933847319229115,3.0783048062522114,3.3381712196625353
Mir196a-1,2.7012978239832206,2.155142642892708,2.6670522373311245,2.608566064546249,2.7006251258882528,2.4564328894055976
Hoxb9,2.641662787426902,2.5955439193922025,2.4969573622711714,2.5179606129814265,2.716621439211399,2.0074537482990564
Hoxb8,2.4943116300392605,2.227951380748107,2.0928999404538318,2.3405567283351565,2.138381826095014,2.2340144679472123
Hoxb7,2.531510727819733,2.668882415290276,2.421904501410586,2.3789792649104022,2.7744912921310028,2.491494321116704
Hoxb6,1.8849757186729599,1.6038322277790449,1.6754139185119283,1.7741622674025304,2.5154069325030908,2.0648481799131884
Hoxb5,3.344294271967206,2.932489895,3.1908099718423664,3.478079196144421,3.208176238668317,3.2596820444486467
Hoxb4,5.247928564807379,5.540242960128314,5.513949635565889,4.894599077,5.565900195763925,5.747214467094382
Mir10a,1.301650618684531,1.5721884446950252,1.6624094700314243,1.4912655751793147,1.977216200583893,1.5993356808913122
Hoxb3,3.946436847,3.9768374602627192,3.818439274,3.929211714171406,3.9345615795867808,3.848002230956655
Hoxb2,1.558582705,1.7875274821577192,1.178808558605792,1.5917732478974695,1.5541784526582898,1.5167074984392022
Hoxb1,2.659983154,2.993613096153718,3.0854155204099984,3.0265422253055334,2.6645482742527666,3.4892853032741757
Skap1,3.3767867959837066,3.0757529130567085,2.6610208512503504,2.4297850798786143,3.2072567756325774,2.8568345333569214
Snx11,4.051263227902359,3.460334101,3.8952367143779094,3.9564524193179063,3.407042858,4.0540296633679604
Cbx1,6.895486237862837,6.876574101651084,6.759281545344283,6.876644699251263,6.723055928020258,6.811769243
Copz2,5.557098896005543,5.557498136635724,6.183255159359478,5.843736386948235,5.991427381078687,5.533752560675964
Mir152,2.249953755028847,2.328563633430413,2.2548434648629847,2.5200242052965014,2.937218049246006,2.336569337
D030028A08Rik,4.267066346753131,4.1921021795242694,4.591841996664454,3.793971637343376,4.107638156948566,3.7593527322410827
Prr15l,4.123013156991099,3.379648957960549,2.493894687637799,3.5398860601028863,3.494606972053846,3.5296749115950137
Sp6,2.3816355974852508,2.3702642059903303,2.7522068843035066,2.192064456531143,2.4384090958191535,2.5866360684081977
Scrn2,3.0962122411622612,3.185011522303443,3.1050107754016745,3.290499520464678,3.147064374224973,3.3374514689502512
Mrpl10,7.659990049313567,7.596211672614498,7.788335774900053,7.9488064645448535,7.7051192328667595,7.7446355320540565
Osbpl7,6.512538888343941,6.479599739087167,6.438216695194958,6.510722798024189,6.626996557669575,6.426637882292452
Kpnb1,7.1666941643806945,7.184391727005379,7.262343720651931,6.882887927,6.699126796989452,6.781781053862497
Mrpl45,6.856301996030659,6.7379949361418845,6.620249559191874,7.088191781952963,6.910278514239941,6.853217575632572
Socs7,5.610319892314488,5.641083621309812,5.675391719416804,6.1529373875486275,6.172848850899873,5.907619475430381
Arhgap23,5.309040927085033,5.352656906,5.338410267066156,5.348452126065005,5.429689050248751,5.3795606958656945
2410003L11Rik,2.452438214262679,2.559591113870885,2.8479017814311884,2.6416525155960446,2.9251965244293783,2.4550512543024072
Mllt6,6.487947815314186,6.348348531402013,6.6293474918458415,6.235154449454037,6.122095707823867,6.301365265974981
Cisd3,6.130493085910381,5.680886783610091,5.914361443476011,6.083204058198735,5.871156881646533,5.548068811
Psmb3,5.4755060204198385,4.650766647101491,4.391150224166186,4.602569668034957,4.570322335511827,4.705414580545131
Lasp1,5.1152013895378206,5.337967030853062,5.238805953982617,5.492876920448753,5.517457297249543,5.640526539341294
B230217C12Rik,3.671020441485161,4.004866935,3.3742729731261485,4.397718231041245,4.319709812967636,3.605602552629925
Rpl19,3.7832336537162137,3.7574749540246644,3.499871482886146,3.8897250689826124,3.7631358808823596,3.630660084755574
Cdk12,7.0080481938896195,6.860617930397075,6.918180731745016,6.650807485181163,6.728568473890187,6.678447966351367
Mir5119,1.5551068108974442,2.0508002216518664,1.8716973189660033,1.544520754,2.055843908280441,1.7648095431806659
Ppp1r1b,3.437788676092204,3.2015494882724074,3.6994409952220333,3.7578968544264013,3.7399571995209584,3.4390340655984817
Stard3,7.827472874157842,7.678441109993109,7.6864159319250005,8.502865703609562,8.450749825820498,8.466521038515795
Tcap,4.057154689,3.8615885256709315,3.962326837527512,4.306081926257898,4.069465160073812,3.8841895618424918
Pnmt,2.153274845522567,2.068995742146735,2.7367087276293702,2.211394942737421,2.7430035822279955,1.797653999866791
Erbb2,3.305386332412397,3.123032842085742,3.3103425985996737,3.070902583370978,2.801112395948599,2.718669662663139
Grb7,3.5143971589969163,3.3959845615971913,3.813288250332941,3.4283367713257884,3.450457563493768,3.0185197777042996
Zpbp2,2.4438614097905553,2.5388982352320024,2.522269057869477,2.4873321708248435,2.4766620511810062,2.183635218434249
Gm12,3.9659726081818123,3.5594066144713055,3.8411468736783894,2.9981404653255117,3.7434663502773513,3.877238813145661
Gsdma3,2.2640281857046505,2.2345350908660646,2.4700029323749955,2.357540052644585,1.787768128396522,2.156531698444824
Gsdma2,2.126609415495742,1.5355773190977766,1.8159701235255183,2.130360392997509,1.974901521227792,2.406643727836329
Gsdma,2.7871318064021673,2.5019904145101646,2.475825204410209,2.1818038149242316,1.7141971584580045,1.6682635244371353
Psmd3,7.3288442932747335,7.107107346965663,7.211233271518847,7.354920956727997,7.319246596205201,7.286390500594786
Csf3,2.126971810785899,2.4764573793330587,2.6121871900402684,2.9122200385283055,2.510719108444729,2.4613718463567302
Thra,4.819561986022781,4.866139847238221,4.968543291760303,5.105012269041624,4.952833507879814,4.944271050862774
Msl1,6.614233678328428,6.436382071215819,6.686820769030352,6.734554182086879,6.899714201970496,6.865544182169021
Casc3,6.469509311,6.730167847664058,6.672260441229779,6.510932089024854,6.385405909792241,6.477998049728186
Rapgefl1,2.205709692167131,2.175037576910653,2.5650938077225787,1.928432973744723,2.1383818260950136,2.268416922862149
Wipf2,6.166008367150141,6.334296601983237,5.952057366,6.373536123220813,6.466764054570022,6.680895253
Cdc6,5.553035132732864,5.696803111946464,5.700450410207514,5.411060415597789,5.1228668226507486,5.202994197270289
Rara,6.327807282548571,6.282721559,6.114680543182583,6.1478938547749324,6.240030429854512,5.979048069008886
Igfbp4,8.194618206989471,7.965901479725835,8.322266873109637,6.700453939,6.690325918685578,6.414707691667089
Gm20097,2.0160522612620926,2.631845566609726,2.3592802866212472,2.2255528108168856,2.862099821876898,2.3217201869191095
Krtap4-9,2.0301096590245002,2.842896179256879,2.1822220840144215,2.6168266435123537,2.478416868815711,3.1669318828502937
Gm11568,1.2880696749476304,0.7134967239436729,1.3952791638126032,1.3454374153540207,1.4852981832203813,0.9490051179323608
Gm11559,2.5238746221523947,1.6307731730871184,1.828784823277041,2.3758848708585507,1.8297287979529528,2.090356215461675
Krtap9-1,3.722383542555258,4.127590730043691,4.337952347394152,4.725880905,4.6091688291950925,4.535313613229935
Gm11567,2.2660809313000687,1.9106419702278161,2.6737669171292566,3.5727313255822715,1.7956601077394518,2.3871867565804434
Krtap31-1,1.8472523754413177,2.037427467,2.125844738066952,1.633243309266443,2.0307014552974887,2.2701974688341426
Gm11565,1.8379061516243054,2.8644925883208763,2.0408559117602727,2.087962855440132,1.8526122351030425,2.457116119755595
Krtap31-2,2.4956914607024387,1.4619017142014432,1.7396507605419649,2.4171224726472467,1.3740478776330638,1.8669266818223318
Krtap9-5,2.424481803991201,2.593375878464967,2.473654929619068,2.4286715264525127,1.940721131693504,2.857735588613324
Eif1,4.778594621683312,4.863936472172468,4.732184625580525,4.681920230200587,5.011149607140024,4.811529522519517
Gast,5.6903957073362434,5.6290837969854355,5.843510903012587,5.644692172208465,5.9215835305173075,5.960868165996655
Fkbp10,4.399265291765525,4.550701447258979,4.327201691179697,4.735519132678608,3.919798408536632,4.466229870608731
Klhl10,3.044022326555613,3.0840624794599973,3.4195004173952634,2.4509648776211055,2.489159309291143,2.7014033087487324
Ttc25,2.2488246931640727,2.4111233199672855,2.394468389974979,2.4634655752778496,2.8409235124264383,2.459317235078265
Cnp,6.485606700068956,6.3271565148945355,6.201148049711942,7.3107801019075005,7.081434499084517,7.093405475484334
Dnajc7,6.741890963492352,6.820463119275271,6.7741481546659434,6.7722765438935575,6.919669919,6.7476034410725525
Hspb9,3.3241722584826445,3.0384806879846336,3.325224423654654,3.391669423113923,3.552014827454851,3.4547458074741315
Stat5a,6.541317165206592,6.480549713682134,6.482669552073026,6.593092298481709,6.325383188284697,6.200680256669417
Atp6v0a1,9.855255669364322,10.036948431319049,9.997395677879577,9.248987680775542,9.365078282634846,9.368404170695973
Naglu,8.781467826162466,8.815345837756468,8.908675736485618,9.222128297156022,9.05754308,9.059548337513803
Hsd17b1,3.6005626518476626,3.495447328,3.4621024652851244,3.6932721465125797,3.4532671546325284,3.637345141
Coasy,5.5482816557206664,5.7041504827226435,5.710218775508655,5.555901925448287,5.656731745315484,5.460322368511708
Mlx,8.199642624465522,8.114599809,8.221230057200273,8.428457379205708,8.4365660854983755,8.545961856156019
Tubg1,7.288009015967896,7.285816070545578,7.225220003390111,7.649908775778983,7.325061902334024,7.509533886535843
Tubg2,1.1538292875919833,1.5032697795152388,1.7728427853485202,2.160784302144062,2.0405338244449025,2.0750808157889438
Cntnap1,3.3863727376831294,3.126844105630666,3.6567183510476196,3.6507406293767186,3.8058549851514036,3.8525578928376625
Ramp2,2.7100639725539044,2.371961766,2.1866948343562798,2.761729842427286,2.3481045591679006,2.8027953547216415
Vps25,8.585241027,8.498114808279142,8.540061465,8.571222877722448,8.573484915,8.490361141969931
Wnk4,2.515371125816179,2.4884811247811025,2.5920924543664716,2.244853144796525,2.1698935082249093,2.289998322292764
Becn1,2.585858015356345,2.4756055870154627,2.7850624276750056,2.4070432777124333,2.417934678,2.615084920211819
Psme3,7.908623466241613,8.076179728794159,7.981608526848621,8.117491894602079,8.050449546760472,7.965488772874783
Aoc2,3.96261255,3.8931612161705607,3.8231624728787907,3.3358768746021723,3.882284620109211,4.016574029183381
Aoc3,2.140006011665847,2.6207604075116007,2.3708179921779866,2.6322436867288785,2.555312867266903,2.4849592512784118
G6pc,2.4229280369695276,2.5264043212765728,2.666775482795675,2.6024635598061168,2.4310441080510676,2.6740843481459717
Rundc1,7.123614773896034,6.927324116123768,7.3802689301308435,7.352603269277307,7.339860006624669,7.393247952741773
Rpl27,4.029175937227864,4.638875123632174,4.590735622,4.386561197453036,4.315315426022049,4.712423753992427
Ifi35,8.770842383925451,8.399173056169897,8.320181643,9.445187069753423,9.313893038022524,9.399983119541014
Rnd2,3.799371007758305,4.741835226965961,4.7717973494772306,4.689684929521741,4.620293970910205,4.418475186
Nbr1,8.966798558143745,9.002354519439354,8.984980722867611,9.031397751265446,8.912280892420364,8.865838233602636
Tmem106a,9.605264625372094,9.694145412288773,9.665317731809305,9.775635331438918,9.825238883,9.821005509812938
LOC666331,3.314458858554037,3.247771267679903,3.3958684992079657,3.5986184209077603,2.866145628286818,3.541981045487708
Rdm1,3.7921071890106073,5.121375139274464,4.209648296667845,4.690444419,4.649494074979861,3.950976243863691
Arl4d,3.218035887795928,3.5751120627725044,3.443295417111858,3.3715642376496437,3.3679142588393995,3.4532239650282754
Dhx8,8.190894746437122,8.180446825790256,8.037463536189795,8.207288512586487,8.102107307549737,8.076320539167478
4930417O22Rik,3.1020659625680356,2.277337223646008,2.874579342738584,2.3514029370431624,1.8465095772820428,2.1471426019666087
1700006E09Rik,2.4456377757419414,2.2291339244517827,2.680285808247546,2.7523802353930416,2.5046384629394938,2.305442611871441
Cd300lg,6.011253503437111,6.033333421236666,5.856718051530036,4.751564904139644,4.343331800388366,3.9776075999000513
Nags,3.2901213776833984,3.132940483623086,3.033125899483536,3.089919506492361,3.0783890776124436,3.2075543484714504
G6pc3,6.1772633809102455,6.250033918364696,6.218866620172383,6.270245448765075,6.281581740629341,6.240408662452498
BC030867,3.2589699913130694,3.914097560312113,3.663018355,3.637101332,3.7981534695458885,4.021625099480417
Asb16,2.3710755196645414,2.028405447993909,2.141702279,1.951855425754329,1.6578255712115302,2.156344129431171
Tmub2,7.286942399373915,7.273263183943298,7.497556398145862,7.240906325203864,7.241020535644974,7.378100808670612
Rundc3a,3.196071706560911,3.247347786335669,3.284302370610855,3.501745945797326,3.0738919620936063,3.461188313411849
Grn,12.311456803268575,12.306973498957381,12.33437747552806,12.46192439257673,12.337368988698957,12.42138225242047
Fzd2,1.9555556667886818,2.183368110440906,1.6911471252814079,2.1105013409676725,1.7933680587773313,1.5214681021711007
Gm1564,1.9556217313917408,2.1151754421242526,2.223604268698982,2.5335473473747707,2.050411953550059,2.509898411
Adam11,2.7986058756611882,2.546373076,3.137763324205355,2.7725533208654376,2.5552605042188192,2.389848229497686
Higd1b,2.126266550829218,2.5446429354975235,2.1079259851424736,1.9934938640408355,1.9983849681062325,1.9620593492200553
Eftud2,3.4935106364052197,3.7529243067614235,3.005824713790256,3.4935106364052197,3.472053789735622,3.431740405887838
Ccdc103,1.698422003743945,1.7914251090669797,2.0534984439139183,1.834166926039948,2.2566093196747063,2.0579023271879118
Nmt1,10.328783080252567,10.345842311711307,10.34545012584323,10.446515634200958,10.336506272806318,10.43542628
Acbd4,4.882221006204041,4.473998637,4.315350370150187,5.024605200546843,4.382376666578129,4.165682403
Hexim1,9.027317978871059,8.805199923929434,9.181892828076588,8.400714762084718,8.324330397,8.622219100201933
Hexim2,4.112490818321172,4.059085158548577,4.015036017299554,4.400229475834756,4.269196480610172,4.201526774781012
Fmnl1,8.651009849449327,8.725867200770091,8.841940263464751,8.356351703581067,8.290554227,8.461566873941397
Gm11648,3.2010970651234727,4.022041522575963,3.783223864753417,3.996660050337899,4.151830464938896,3.6158380862826784
Arhgap27,4.886930525579284,4.774158587983866,4.4818209169943195,4.834090267746846,4.786351885267293,5.257026866666284
Arhgap27,3.8996652244469363,4.3292417676592345,4.4242557976655625,4.729085985928072,4.470197093543284,3.9656740878832872
Rprml,2.5370967534070643,3.2679584761647495,3.109351755158402,3.174363552299677,2.9432999479614343,3.4892853032741757
C130046K22Rik,3.7462576419450753,3.7462576419450753,3.8376444426527625,3.6049414893385645,2.679192484040477,3.4979021580327396
Wnt3,2.7802042264266644,2.750326904934624,2.155842263653902,2.5257998449691383,2.064004401232898,2.3950245674682358
Arf2,5.77368847,5.3640931975080495,5.693025535723017,5.518168694844986,5.806128715254697,5.715591947921425
Crhr1,2.4180541018059483,2.3083177409201965,2.3464816199589293,2.209039378715673,2.4873779900236466,2.0567206890516525
4933407P14Rik,2.9923447735435493,2.921525160728889,2.530696053592485,3.2245769407483884,3.762597180071801,2.834615446051411
Mapt,2.7889843949802593,2.5487808061015924,2.9284830352994113,2.6183820656797385,2.8644925883208767,2.3498195516951346
Myl4,2.242258009148141,2.3366218600937225,2.611711683425853,2.432432530792794,2.058873740468472,2.479626147199484
Itgb3,7.218775282061844,6.683988966006633,7.390316743709064,6.730880659,6.792687479929916,7.248942113188689
Efcab3,1.8425254684460795,1.5418712077772756,1.8931399977891081,1.7517263458432821,2.034286822379965,1.8798380727140154
Mettl2,6.177852493067999,6.154687865158399,6.217727581106411,5.718857260830806,5.695390735857448,5.334936001309707
Tlk2,8.121582799235542,7.977073205467304,7.774439183263849,8.908716440619488,8.769830292066162,8.802027016095561
Mrc2,4.288848355444346,3.8924172547668516,3.98885086,4.366716067,3.6370457372418192,3.7034155036837526
March10,2.927036581871245,1.4589191456164068,1.9526404515249194,1.9898731265985345,2.058868180429858,2.618374421122953
Tanc2,6.7679242450847115,6.783909088214573,6.475682540832575,6.869643142751544,6.719156505,6.984463779
Ace,4.027719372107914,4.690081159193411,4.234046299534133,4.115955598213074,4.250996591,3.6596509711113985
Kcnh6,2.071445152,1.8174210529790917,2.1368055770965673,2.6239325391672343,1.9121409980567918,2.4746272840342693
Dcaf7,8.991496241666624,9.267209499761943,9.283144771677572,8.874943639646023,9.0988359304351345,8.869998220703943
Taco1,5.780763250583572,5.865400200397388,6.087967699624433,6.076269796717252,5.770428743172521,5.761529440668729
Map3k3,8.861370396407303,8.859455557033074,8.908515169743627,8.755683223,8.701302718099045,8.746162187623787
Ddx42,8.349781945389633,8.275925451531004,8.161304640474174,7.947678127807361,8.03041896,8.199529876131903
Psmc5,7.436010278574221,7.16414949,7.421556604457392,7.660109281672543,7.604357587460055,7.568902044706836
Tcam1,2.4366096996179487,2.2355963680928514,2.106725667298988,2.3726587046791057,2.4104984752703382,2.2168261300029224
2310007L24Rik,3.365042142434435,3.442155632622848,3.4491668839027767,3.4588309273535542,3.092440847750363,2.904141837560942
Snord104,8.042445146042267,8.108143344085208,7.868951309478007,8.237007080416785,8.157083166002614,7.7627463082832175
Gm885,8.481447202120043,8.653685091021387,8.533720224,8.803773197070122,8.910658957663111,8.929137804463949
Ccdc45,5.867237464,6.007766419635938,5.674931026712826,6.005469651,6.0082678394072015,6.029944006643493
1810010H24Rik,2.829363271224656,3.196399079048082,2.404137838240925,3.107618796969214,3.0735533213596744,3.3157758
Nol11,2.7478847239806132,3.177602994208827,3.868914898972898,3.060157349531326,2.901996367,2.586836708758904
Gm11714,2.8354181997258068,2.6263057184427927,2.8340158273933933,2.801042022615631,2.800111063946459,2.630828042
Psmd12,9.151807454056797,9.118819384,9.047574763738051,9.175932550575194,9.164043762712511,9.229887272515294
Helz,7.966990857524883,7.959770789706985,7.544857044297165,7.716542894809786,7.6788143667891005,7.6944397998632095
Gm11650,1.7830887546641419,1.6720105776379244,2.1557288175689235,1.893227473895175,1.8142539800113688,1.7497628232534441
LOC100862332,1.9926783579556244,1.5885429309371446,1.7076441320169822,2.164843578461102,1.9760821694868302,1.9434491811614234
Apoh,2.3561660763233085,2.2003657879224834,1.8831373214634548,2.2165759374052354,2.1011224296077056,1.8043362432394883
Ccdc46,3.8651664293346744,3.287593940183907,3.298108593529843,3.4184821414947546,3.3464246930432897,3.1196762654106345
Gm11669,2.0822045027771487,2.467878391926105,2.0618178596853975,2.2645281925178504,2.534268463197476,2.0772656097045834
Axin2,2.8181579967581243,2.7825102316607535,2.728617905264289,2.651122622444413,3.3426520939214828,2.8470920402321624
1700096J18Rik,3.2508488377222866,2.7647947759514397,3.0658110051070286,3.0854862829733767,3.607947394594949,3.1405774116691765
Gna13,9.172381102422893,9.26497007,9.365055111,9.480289758121259,9.438037150204437,9.528760226308027
Amz2,7.679802632550448,7.863494484640546,7.854551426542553,7.8110412105665326,7.857067217581422,7.959347296355219
LOC100503496,5.699571547125206,5.706981393675498,5.4311814188016285,5.917869858849136,4.844397891326531,5.496908418841232
Arsg,4.080655575244319,4.394879830952567,3.9300851207010017,4.071743385046209,4.1617604353081505,3.714275192509212
Prkar1a,7.579514198041297,7.473548582845503,7.508406926210496,7.402011115906162,7.436536467256008,7.457309228194604
1700023C21Rik,1.9110231272760756,1.8683447931644492,1.9570386405954077,1.6932515345859125,1.8139008230558764,1.9862280904149354
Map2k6,4.553587798566332,4.7869313928286505,4.197725480648334,4.6032245676631955,4.13248161,4.101061371083911
Kcnj16,1.8865488859707131,2.2455287582996775,2.094005886235659,1.9526404515249198,2.2684913134806033,2.432432530792794
Kcnj2,6.610059505244826,6.985896285759955,6.408108794678133,5.293770674840755,5.784181086203686,5.572018341356494
Sox9,3.342282982,3.123289654465712,2.8944418802247145,3.9198963245682545,3.348557195349393,3.444742312519031
4933434M16Rik,1.7803852681874068,1.5669777075599591,1.8012032592062457,1.5334787447054488,1.703568836,1.6890476692966077
Sstr2,3.9264825509998036,3.8669625374398766,3.7432959134487063,4.159559295,3.6441372296907044,3.965203716940243
Cog1,7.352602028420437,7.205894011448651,7.3603584138996885,7.460897357,7.315812089831389,7.389961976587294
D11Wsu47e,6.153465004934254,6.071397607,6.235404481042164,6.046919231446839,5.972716026378535,5.9074731278840655
1700025D23Rik,1.4021247560600352,2.1091930192400516,1.3435575576967766,1.195296018286074,1.0519105275267768,2.0818153623764397
1700092K14Rik,2.5592349865390274,2.589188449283745,2.265295637,2.482569618943142,2.6513201359755914,2.9185641181936672
Gm11691,2.216250485488088,1.8164057556067854,2.0315693714757255,2.064426364,2.1151007360839937,2.460731834080481
Rpl38,10.057527864352004,10.360437620238187,9.992766847389886,10.285374132480952,10.26942700780479,9.837536803968451
Ttyh2,8.137561314753452,8.200589089343683,8.361787956,8.430768596,8.165399208,8.576173931748917
Dnaic2,2.416013725399904,2.659978727594913,2.962313837590179,2.8644925883208767,2.5752690947646957,2.5620698386397778
Kif19a,4.5537144469822435,4.115602953550196,4.262661825848162,4.406634442732777,4.517952163676652,3.925299001940103
Gpr142,3.0033123364973813,2.919893725595522,2.5267147389242193,2.968947833171092,2.722245889267268,2.886192268718452
Gprc5c,4.681381978050172,4.618273501160566,4.2415790711275765,4.383892329184105,4.1315361819921215,3.719836109
Cd300a,8.337531152198617,8.260819121804932,8.392294446294226,7.760152132350426,7.5898887926860485,7.425241677
Rab37,3.541126614722632,3.635796945546316,3.1909919505240105,3.2751677578619214,2.9449733458424476,3.0641910627371343
Slc9a3r1,8.2902699507618145,8.341122345590623,8.334303700463707,8.745808426499195,8.225740627,8.773453138239505
Tmem104,9.154422290924169,9.302678221,9.132493810596301,9.782708405313207,9.657251468131756,9.934556669491492
Grin2c,1.795443924685787,1.9950844051518244,1.9401153053429439,1.5928382293452445,1.8944804895472709,1.8134771525620366
Otop2,2.6864334994956796,2.956122979637734,3.122650701756552,2.888904557372945,2.5492906602177507,2.780608849153742
Otop3,2.8584763876504216,2.8584763876504216,2.641556283812813,3.1131394799106364,2.6949679259890567,2.4380746957143975
Cdr2l,3.237056969371705,3.1663210508008337,3.118861741209534,2.9305419570053495,3.072963195582211,3.253151842451685
Ict1,7.371873149436975,7.512757537061033,7.146559039919553,7.467008957057803,7.708709803908555,7.311538829295629
Kctd2,5.277894346376816,4.986776178898474,5.1245161878175125,5.216283430905292,5.059978038020313,4.945036911477485
4933422H20Rik,3.834481226429161,3.1694988991241155,3.6106333666944312,3.5173393295571778,4.089976023263464,3.6776597159238076
Slc16a5,2.6976425541043083,3.016254369351693,2.477921264567013,2.6551704171270214,2.928067857,2.391336835801886
Armc7,8.242343228308178,8.062710069260765,7.977291914440478,7.940219537311389,7.881208535210092,7.962204704
Nup85,6.061926611976417,6.009224306,5.986198985600872,5.627713413305371,5.977124028059471,5.638688647882035
Mrps7,7.551147955993762,7.253271711816245,7.255405392547233,7.420699617673974,7.366117350248804,7.568862547612807
2310067B10Rik,6.695989231202426,6.960125305785107,6.7730533831258874,6.759021440330922,6.620891001996925,6.552120648127822
Tsen54,5.950870324817588,6.150160157630372,6.306072105315188,5.7489293188984405,5.619918572,5.677582551943747
Llgl2,4.2913495994434205,5.092850033982572,4.718691242318444,4.975825170945692,4.271095153,4.265881498858311
Myo15b,3.073838477452338,2.775052681143093,3.087838371267625,3.011344516561588,2.757784478010534,2.8200967721486805
2210020M01Rik,4.512689038499102,3.8967686664984105,3.942030685616432,3.872265938013939,3.4108355169987625,3.6965282142726075
1110017F19Rik,3.438086031349577,3.3088350304691816,3.0459017481618647,3.2640572171755475,3.169400051767143,3.160280292136078
Sap30bp,6.9427104654591165,7.171642089378653,7.2521130663872855,7.0547163127483685,6.877114728461423,6.849035896281794
Itgb4,2.598164058518098,2.5200722568043528,2.5901529152695284,2.429163294590969,2.610115980343936,2.741973676
H3f3b,7.305983309679223,7.310398243406883,7.277822183068674,7.750438888299053,7.612749082,8.103184448
Unk,7.263445251439761,7.273029034,7.383857226123382,7.685970466786641,7.603633182750183,7.8024756480084765
2310004N24Rik,7.325990651836705,7.334835641431848,7.025659864298621,7.450274712436831,7.281483754390203,7.160551850408543
Cdk3-ps,2.5275573074427475,2.316741118288977,3.4174310836740824,2.697852139690664,3.737411506066824,2.6243260682387657
Galr2,2.783771115641137,1.9883546382206347,2.446365610719288,2.1382787888199464,2.303086711056573,2.0178783797552007
